Date,Close/Last,Volume,Open,High,Low
09/24/2024,$9.416,17839,$10.00,$10.80,$9.2083
09/23/2024,$9.964,15152,$10.70,$11.10,$9.50
09/20/2024,$10.40,15304,$11.00,$11.10,$10.40
09/19/2024,$11.10,11019,$11.20,$11.70,$10.70
09/18/2024,$11.00,6142,$11.70,$12.00,$10.80
09/17/2024,$11.70,9705,$10.50,$12.00,$10.50
09/16/2024,$10.50,7645,$11.30,$11.30,$10.00
09/13/2024,$10.20,4892,$10.10,$10.30,$9.70
09/12/2024,$9.80,10537,$10.00,$10.50,$9.502
09/11/2024,$10.10,13661,$10.80,$11.40,$9.50
09/10/2024,$10.90,12785,$9.86,$11.00,$9.40
09/09/2024,$9.40,11846,$9.995,$10.20,$9.00
09/06/2024,$9.995,11192,$9.50,$10.322,$9.50
09/05/2024,$9.60,31046,$11.20,$11.30,$8.00
09/04/2024,$11.30,11884,$11.50,$12.00,$10.90
09/03/2024,$11.60,13844,$12.50,$12.50,$10.90
08/30/2024,$11.70,23079,$12.30,$13.00,$11.00
08/29/2024,$11.90,30675,$14.50,$14.50,$10.90
08/28/2024,$14.10,24312,$14.30,$16.00,$13.30
08/27/2024,$14.60,40880,$17.10,$17.70,$14.201
08/26/2024,$17.10,382875,$20.20,$26.40,$14.80
08/23/2024,$17.80,1919,$17.80,$18.30,$17.30
08/22/2024,$17.30,2864,$18.50,$18.70,$16.90
08/21/2024,$18.50,5206,$17.90,$19.90,$17.10
08/20/2024,$17.10,3377,$19.40,$19.571,$17.00
08/19/2024,$20.00,5815,$20.30,$20.40,$18.801
08/16/2024,$18.30,3841,$20.70,$20.70,$18.30
08/15/2024,$21.00,9109,$21.00,$22.00,$19.60
08/14/2024,$22.60,8502,$22.20,$25.10,$22.00
08/13/2024,$22.00,3585,$19.40,$22.047,$19.40
08/12/2024,$18.80,3158,$19.00,$19.474,$18.702
08/09/2024,$18.10,2063,$18.10,$18.445,$17.70
08/08/2024,$18.40,3986,$17.00,$19.50,$17.00
08/07/2024,$16.50,3041,$16.20,$17.60,$16.20
08/06/2024,$16.30,8068,$16.30,$16.40,$14.80
08/05/2024,$14.80,11523,$15.00,$15.70,$13.50
08/02/2024,$15.90,14943,$19.20,$21.045,$15.00
08/01/2024,$18.10,10530,$22.10,$22.50,$17.50
07/31/2024,$20.80,17134,$24.00,$26.999,$20.00
07/30/2024,$24.50,13358,$28.00,$29.20,$23.20
07/29/2024,$28.30,14491,$28.70,$31.00,$27.40
07/26/2024,$27.40,4443,$27.00,$28.50,$27.00
07/25/2024,$26.60,10581,$28.60,$29.814,$25.30
07/24/2024,$27.90,3153,$29.30,$30.00,$27.70
07/23/2024,$29.30,10858,$28.80,$30.70,$27.50
07/22/2024,$28.60,6029,$28.40,$31.60,$28.20
07/19/2024,$29.10,10390,$31.20,$31.338,$26.50
07/18/2024,$30.60,3553,$31.30,$33.10,$30.20
07/17/2024,$31.70,10236,$35.50,$35.90,$31.10
07/16/2024,$35.90,7582,$34.80,$36.90,$34.10
07/15/2024,$35.70,28429,$34.70,$37.40,$33.00
07/12/2024,$31.00,3390,$30.70,$31.548,$30.30
07/11/2024,$31.60,9527,$29.40,$32.50,$29.10
07/10/2024,$29.40,11752,$28.50,$32.70,$27.951
07/09/2024,$28.50,14768,$30.80,$32.10,$27.20
07/08/2024,$31.10,3692,$29.80,$32.30,$29.80
07/05/2024,$30.60,9253,$30.00,$32.50,$29.70
07/03/2024,$30.00,14013,$32.30,$32.30,$26.80
07/02/2024,$32.30,12128,$32.60,$33.30,$31.00
07/01/2024,$32.40,43812,$36.50,$41.00,$32.268
06/28/2024,$34.50,12482,$32.00,$35.40,$31.10
06/27/2024,$33.80,25104,$29.30,$34.00,$28.01
06/26/2024,$30.90,13947,$30.10,$31.50,$29.40
06/25/2024,$31.20,13695,$32.90,$33.00,$29.00
06/24/2024,$33.00,33976,$30.80,$34.00,$26.50
06/21/2024,$29.80,47598,$35.10,$37.00,$28.30
06/20/2024,$36.20,14812,$36.50,$37.90,$35.50
06/18/2024,$35.90,33799,$39.00,$39.50,$34.60
06/17/2024,$41.30,30694,$41.30,$43.40,$38.00
06/14/2024,$41.70,47847,$44.40,$47.20,$39.00
06/13/2024,$44.10,82201,$43.40,$50.00,$42.20
06/12/2024,$43.70,42556,$42.60,$46.395,$41.00
06/11/2024,$41.50,160528,$44.50,$51.30,$36.60
06/10/2024,$44.50,243483,$42.70,$52.30,$41.501
06/07/2024,$40.70,163360,$40.40,$51.80,$39.10
06/06/2024,$43.60,567256,$32.80,$58.00,$32.50
06/05/2024,$35.00,88463,$44.50,$44.50,$29.30
06/04/2024,$36.50,107600,$45.20,$47.899,$35.185
06/03/2024,$46.90,766219,$47.90,$63.20,$41.995
05/31/2024,$54.40,6799439,$25.60,$84.30,$23.00
05/30/2024,$25.80,263962,$24.30,$26.00,$21.60
05/29/2024,$26.40,10822010,$20.80,$31.60,$16.80
05/28/2024,$12.70,11888,$12.00,$13.50,$11.00
05/24/2024,$11.60,8599,$12.40,$13.10,$11.10
05/23/2024,$11.90,6255,$13.60,$13.881,$11.80
05/22/2024,$12.90,2396,$12.10,$12.90,$12.10
05/21/2024,$11.90,7403,$12.24,$13.40,$11.70
05/20/2024,$11.90,15668,$11.20,$13.636,$10.90
05/17/2024,$11.20,5085,$12.50,$12.80,$11.00
05/16/2024,$12.70,21565,$11.40,$13.30,$10.50
05/15/2024,$10.50,30257,$13.60,$13.70,$9.90
05/14/2024,$14.20,20826,$14.60,$17.599,$14.105
05/13/2024,$14.10,8350,$14.20,$16.40,$13.65
05/10/2024,$14.50,14099,$17.70,$18.964,$14.00
05/09/2024,$17.15,5571,$18.20,$18.90,$16.50
05/08/2024,$17.60,3646,$17.70,$19.00,$17.10
05/07/2024,$18.20,5311,$18.60,$18.90,$16.20
05/06/2024,$18.70,10797,$15.80,$19.599,$15.40
05/03/2024,$16.00,10504,$17.30,$17.90,$15.001
05/02/2024,$16.20,46129,$21.70,$22.18,$14.20
05/01/2024,$21.10,26035,$22.40,$23.00,$19.80
04/30/2024,$22.70,7357,$24.00,$24.00,$20.00
04/29/2024,$24.10,5436,$27.00,$27.00,$23.40
04/26/2024,$26.70,9635,$25.80,$28.10,$24.70
04/25/2024,$25.90,23429,$35.90,$35.90,$25.00
04/24/2024,$37.30,9811,$43.00,$43.20,$34.00
04/23/2024,$43.00,2248,$50.20,$50.20,$41.50
04/22/2024,$46.40,2185,$47.80,$47.80,$44.75
04/19/2024,$49.50,3724,$54.60,$54.60,$44.10
04/18/2024,$54.90,1817,$52.50,$57.00,$50.60
04/17/2024,$53.80,1257,$54.05,$57.40,$51.50
04/16/2024,$55.60,487,$56.70,$57.40,$51.90
04/15/2024,$54.80,1772,$51.30,$55.80,$51.30
04/12/2024,$51.00,3957,$54.21,$62.00,$50.60
04/11/2024,$60.00,6498,$56.20,$67.55,$56.10
04/10/2024,$58.00,2901,$56.20,$61.05,$55.50
04/09/2024,$55.651,3762,$69.00,$69.00,$55.651
04/08/2024,$62.00,4798,$56.90,$63.60,$52.50
04/05/2024,$60.00,2774,$55.50,$61.10,$52.10
04/04/2024,$56.30,2565,$55.90,$58.90,$54.00
04/03/2024,$58.10,17287,$51.10,$78.30,$51.10
04/02/2024,$52.50,5987,$51.60,$58.50,$49.80
04/01/2024,$58.80,1863,$67.70,$71.50,$55.277
03/28/2024,$67.50,4316,$65.10,$73.50,$60.20
03/27/2024,$67.90,10700,$55.40,$74.60,$52.50
03/26/2024,$58.20,18181,$60.00,$67.00,$48.00
03/25/2024,$59.40,8625,$77.10,$77.40,$56.80
03/22/2024,$79.50,14856,$106.70,$107.696,$67.10
03/21/2024,$111.25,8562,$128.10,$135.00,$106.701
03/20/2024,$122.80,3962,$105.30,$133.80,$105.30
03/19/2024,$124.90,12945,$117.30,$129.80,$83.10
03/18/2024,$137.50,56596,$144.50,$197.50,$125.10
03/15/2024,$105.60,35374,$58.50,$116.40,$56.50
03/14/2024,$77.00,5439,$98.60,$98.60,$63.90
03/13/2024,$82.60,1626,$78.90,$86.00,$78.90
03/12/2024,$80.00,18101,$86.30,$120.00,$75.00
03/11/2024,$74.90,4756,$79.50,$79.50,$68.00
03/08/2024,$87.30,33505,$102.40,$102.50,$62.90
03/07/2024,$110.10,1842,$114.90,$115.00,$89.899
03/06/2024,$114.10,766,$118.10,$120.00,$110.00
03/05/2024,$112.50,340,$108.50,$112.50,$105.30
03/04/2024,$108.60,6406,$170.00,$170.00,$108.60
03/01/2024,$118.50,2820,$108.50,$126.617,$107.10
02/29/2024,$114.706,2286,$108.90,$120.765,$103.10
02/28/2024,$108.10,408,$108.00,$108.20,$107.80
02/27/2024,$107.80,68269,$107.70,$107.80,$107.70
02/26/2024,$107.50,478,$107.50,$107.50,$107.50
02/23/2024,$107.40,97,$107.40,$107.40,$107.40
02/22/2024,$107.40,108,$107.90,$107.90,$107.40
02/21/2024,$107.70,N/A,$107.70,$107.70,$107.70
02/20/2024,$107.70,86,$107.90,$107.90,$107.70
02/16/2024,$107.40,440,$107.40,$107.40,$107.40
02/15/2024,$108.701,30,$108.701,$108.701,$108.701
02/14/2024,$106.80,N/A,$106.80,$106.80,$106.80
02/13/2024,$106.80,N/A,$106.80,$106.80,$106.80
02/12/2024,$106.80,11,$106.80,$106.80,$106.80
02/09/2024,$106.70,N/A,$106.70,$106.70,$106.70
02/08/2024,$106.70,N/A,$106.70,$106.70,$106.70
02/07/2024,$106.70,N/A,$106.70,$106.70,$106.70
02/06/2024,$106.70,N/A,$106.70,$106.70,$106.70
02/05/2024,$106.70,N/A,$106.70,$106.70,$106.70
02/02/2024,$106.70,33,$107.20,$107.20,$106.70
02/01/2024,$106.00,N/A,$106.00,$106.00,$106.00
01/31/2024,$106.00,N/A,$106.00,$106.00,$106.00
01/30/2024,$106.00,N/A,$106.00,$106.00,$106.00
01/29/2024,$106.00,N/A,$106.00,$106.00,$106.00
01/26/2024,$106.00,11,$106.00,$106.00,$106.00
01/25/2024,$106.70,106,$106.70,$106.70,$106.70
01/24/2024,$106.00,N/A,$106.00,$106.00,$106.00
01/23/2024,$106.00,346,$107.10,$108.00,$106.00
01/22/2024,$106.50,N/A,$106.50,$106.50,$106.50
01/19/2024,$106.50,10822,$106.50,$106.50,$106.50
01/18/2024,$106.10,N/A,$106.10,$106.10,$106.10
01/17/2024,$106.10,N/A,$106.10,$106.10,$106.10
01/16/2024,$106.10,23,$106.10,$106.10,$106.10
01/12/2024,$106.00,12,$106.00,$106.00,$106.00
01/11/2024,$106.00,N/A,$106.00,$106.00,$106.00
01/10/2024,$106.00,N/A,$106.00,$106.00,$106.00
01/09/2024,$106.00,N/A,$106.00,$106.00,$106.00
01/08/2024,$106.00,N/A,$106.00,$106.00,$106.00
01/05/2024,$106.00,14,$106.00,$106.00,$106.00
01/04/2024,$106.40,15,$106.40,$106.40,$106.40
01/03/2024,$105.90,N/A,$105.90,$105.90,$105.90
01/02/2024,$105.90,N/A,$105.90,$105.90,$105.90
12/29/2023,$105.90,N/A,$105.90,$105.90,$105.90
12/28/2023,$105.90,20,$105.90,$105.90,$105.90
12/27/2023,$105.90,75,$105.90,$105.90,$105.90
12/26/2023,$106.10,N/A,$106.10,$106.10,$106.10
12/22/2023,$106.10,35,$106.10,$106.10,$106.10
12/21/2023,$106.01,N/A,$106.01,$106.01,$106.01
12/20/2023,$106.01,N/A,$106.01,$106.01,$106.01
12/19/2023,$106.01,N/A,$106.01,$106.01,$106.01
12/18/2023,$106.01,N/A,$106.01,$106.01,$106.01
12/15/2023,$106.01,112,$106.00,$106.25,$106.00
12/14/2023,$106.20,N/A,$106.20,$106.20,$106.20
12/13/2023,$106.20,923,$106.00,$106.50,$106.00
12/12/2023,$105.60,468,$106.60,$106.60,$103.10
12/11/2023,$106.20,17681,$106.00,$106.50,$106.00
12/08/2023,$107.60,647,$105.70,$109.90,$105.50
12/07/2023,$106.80,80,$106.80,$106.80,$106.80
12/06/2023,$107.00,133,$107.00,$108.70,$107.00
12/05/2023,$106.30,N/A,$106.30,$106.30,$106.30
12/04/2023,$106.30,42609,$107.10,$107.40,$106.005
12/01/2023,$106.70,208,$111.90,$111.90,$106.70
11/30/2023,$106.30,29,$106.40,$106.40,$106.30
11/29/2023,$106.90,40121,$106.70,$107.05,$106.70
11/28/2023,$106.60,20028,$107.20,$107.20,$106.60
11/27/2023,$107.90,10,$107.90,$107.90,$107.90
11/24/2023,$108.50,614,$107.50,$108.50,$106.60
11/22/2023,$107.50,N/A,$107.50,$107.50,$107.50
11/21/2023,$107.50,5145,$106.90,$107.90,$106.80
11/20/2023,$106.685,N/A,$106.685,$106.685,$106.685
11/17/2023,$106.685,9073,$106.50,$106.70,$106.50
11/16/2023,$106.40,N/A,$106.40,$106.40,$106.40
11/15/2023,$106.40,N/A,$106.40,$106.40,$106.40
11/14/2023,$106.40,N/A,$106.40,$106.40,$106.40
11/13/2023,$106.40,65,$106.40,$106.40,$106.40
11/10/2023,$106.11,24,$106.11,$106.11,$106.11
11/09/2023,$106.10,N/A,$106.10,$106.10,$106.10
11/08/2023,$106.10,3415,$106.10,$106.10,$106.10
11/07/2023,$106.10,177,$106.10,$106.10,$106.10
11/06/2023,$107.00,N/A,$107.00,$107.00,$107.00
11/03/2023,$107.00,184,$106.80,$107.00,$106.80
11/02/2023,$106.20,91,$106.30,$106.30,$106.20
11/01/2023,$106.45,26,$106.45,$106.45,$106.45
10/31/2023,$106.00,N/A,$106.00,$106.00,$106.00
10/30/2023,$106.00,28784,$105.90,$106.00,$105.85
10/27/2023,$105.80,60,$106.00,$106.00,$105.80
10/26/2023,$105.80,N/A,$105.80,$105.80,$105.80
10/25/2023,$105.80,3314,$105.60,$105.80,$105.60
10/24/2023,$105.80,N/A,$105.80,$105.80,$105.80
10/23/2023,$105.80,N/A,$105.80,$105.80,$105.80
10/20/2023,$105.80,25,$105.80,$105.80,$105.80
10/19/2023,$105.50,12,$105.50,$105.50,$105.50
10/18/2023,$105.50,10,$105.50,$105.50,$105.50
10/17/2023,$105.55,N/A,$105.55,$105.55,$105.55
10/16/2023,$105.55,N/A,$105.55,$105.55,$105.55
10/13/2023,$105.55,N/A,$105.55,$105.55,$105.55
10/12/2023,$105.55,N/A,$105.55,$105.55,$105.55
10/11/2023,$105.55,N/A,$105.55,$105.55,$105.55
10/10/2023,$105.55,93,$105.55,$105.55,$105.55
10/09/2023,$105.30,N/A,$105.30,$105.30,$105.30
10/06/2023,$105.30,N/A,$105.30,$105.30,$105.30
10/05/2023,$105.30,N/A,$105.30,$105.30,$105.30
10/04/2023,$105.30,N/A,$105.30,$105.30,$105.30
10/03/2023,$105.30,84,$105.30,$105.30,$105.30
10/02/2023,$104.50,N/A,$104.50,$104.50,$104.50
09/29/2023,$104.50,N/A,$104.50,$104.50,$104.50
09/28/2023,$104.50,16,$104.50,$104.50,$104.50
09/27/2023,$105.50,173,$104.70,$105.50,$104.00
09/26/2023,$105.50,N/A,$105.50,$105.50,$105.50
09/25/2023,$105.50,26,$105.50,$105.50,$105.50
09/22/2023,$105.304,N/A,$105.304,$105.304,$105.304
09/21/2023,$105.304,20,$105.40,$105.40,$105.304
09/20/2023,$105.30,212,$105.30,$105.30,$105.30
09/19/2023,$106.00,N/A,$106.00,$106.00,$106.00
09/18/2023,$106.00,N/A,$106.00,$106.00,$106.00
09/15/2023,$106.00,N/A,$106.00,$106.00,$106.00
09/14/2023,$106.00,87,$105.30,$106.00,$105.30
09/13/2023,$105.99,N/A,$105.99,$105.99,$105.99
09/12/2023,$105.99,114,$106.00,$106.00,$105.90
09/11/2023,$105.20,196,$104.02,$106.10,$103.50
09/08/2023,$106.10,256,$107.80,$107.80,$106.00
09/07/2023,$107.90,N/A,$107.90,$107.90,$107.90
09/06/2023,$107.90,N/A,$107.90,$107.90,$107.90
09/05/2023,$107.90,N/A,$107.90,$107.90,$107.90
09/01/2023,$107.90,N/A,$107.90,$107.90,$107.90
08/31/2023,$107.90,N/A,$107.90,$107.90,$107.90
08/30/2023,$107.90,N/A,$107.90,$107.90,$107.90
08/29/2023,$107.90,N/A,$107.90,$107.90,$107.90
08/28/2023,$107.90,N/A,$107.90,$107.90,$107.90
08/25/2023,$107.90,N/A,$107.90,$107.90,$107.90
08/24/2023,$107.90,N/A,$107.90,$107.90,$107.90
08/23/2023,$107.90,51,$109.58,$110.00,$107.90
08/22/2023,$105.00,N/A,$105.00,$105.00,$105.00
08/21/2023,$105.00,220,$105.00,$105.00,$105.00
08/18/2023,$104.30,N/A,$104.30,$104.30,$104.30
08/17/2023,$104.30,11,$104.30,$104.30,$104.30
08/16/2023,$105.00,157,$104.70,$105.00,$104.70
08/15/2023,$104.20,163,$104.20,$104.20,$104.20
08/14/2023,$104.00,N/A,$104.00,$104.00,$104.00
08/11/2023,$104.00,N/A,$104.00,$104.00,$104.00
08/10/2023,$104.00,20,$104.00,$104.00,$104.00
08/09/2023,$104.20,81,$104.00,$104.20,$104.00
08/08/2023,$103.50,N/A,$103.50,$103.50,$103.50
08/07/2023,$103.50,N/A,$103.50,$103.50,$103.50
08/04/2023,$103.50,N/A,$103.50,$103.50,$103.50
08/03/2023,$103.50,N/A,$103.50,$103.50,$103.50
08/02/2023,$103.50,N/A,$103.50,$103.50,$103.50
08/01/2023,$103.50,227,$103.55,$103.55,$103.48
07/31/2023,$103.10,19,$103.10,$103.10,$103.10
07/28/2023,$103.50,N/A,$103.50,$103.50,$103.50
07/27/2023,$103.50,50,$103.60,$103.60,$103.30
07/26/2023,$103.50,10,$103.50,$103.50,$103.50
07/25/2023,$103.60,N/A,$103.60,$103.60,$103.60
07/24/2023,$103.60,1392,$103.001,$104.00,$103.001
07/21/2023,$104.00,20,$104.00,$104.00,$104.00
07/20/2023,$103.00,1023,$103.00,$103.00,$103.00
07/19/2023,$102.70,2433,$102.70,$102.70,$102.60
07/18/2023,$102.65,N/A,$102.65,$102.65,$102.65
07/17/2023,$102.65,112,$102.70,$102.70,$102.65
07/14/2023,$102.50,N/A,$102.50,$102.50,$102.50
07/13/2023,$102.50,N/A,$102.50,$102.50,$102.50
07/12/2023,$102.50,N/A,$102.50,$102.50,$102.50
07/11/2023,$102.50,12,$102.50,$102.50,$102.50
07/10/2023,$102.70,42,$102.70,$102.70,$102.70
07/07/2023,$102.70,10,$102.70,$102.70,$102.70
07/06/2023,$102.65,40,$102.70,$102.70,$102.65
07/05/2023,$102.70,10,$102.70,$102.70,$102.70
07/03/2023,$102.65,43,$102.70,$102.70,$102.65
06/30/2023,$102.65,10,$102.65,$102.65,$102.65
06/29/2023,$102.70,N/A,$102.70,$102.70,$102.70
06/28/2023,$102.70,65,$102.70,$102.715,$102.70
06/27/2023,$102.30,N/A,$102.30,$102.30,$102.30
06/26/2023,$102.30,100,$103.15,$103.15,$102.30
06/23/2023,$103.70,N/A,$103.70,$103.70,$103.70
06/22/2023,$103.70,N/A,$103.70,$103.70,$103.70
06/21/2023,$103.70,453,$103.70,$103.70,$103.05
06/20/2023,$104.00,101,$104.00,$104.00,$104.00
06/16/2023,$102.392,N/A,$102.392,$102.392,$102.392
06/15/2023,$102.392,41,$104.00,$104.00,$102.392
06/14/2023,$102.00,N/A,$102.00,$102.00,$102.00
06/13/2023,$102.00,N/A,$102.00,$102.00,$102.00
06/12/2023,$102.00,N/A,$102.00,$102.00,$102.00
06/09/2023,$102.00,N/A,$102.00,$102.00,$102.00
06/08/2023,$102.00,N/A,$102.00,$102.00,$102.00
06/07/2023,$102.00,N/A,$102.00,$102.00,$102.00
06/06/2023,$102.00,N/A,$102.00,$102.00,$102.00
06/05/2023,$102.00,96,$109.495,$109.495,$102.00
06/02/2023,$104.90,N/A,$104.90,$104.90,$104.90
06/01/2023,$104.90,47,$104.00,$104.90,$104.00
05/31/2023,$102.80,N/A,$102.80,$102.80,$102.80
05/30/2023,$102.80,N/A,$102.80,$102.80,$102.80
05/26/2023,$102.80,N/A,$102.80,$102.80,$102.80
05/25/2023,$102.80,136,$102.05,$102.80,$102.05
05/24/2023,$101.20,N/A,$101.20,$101.20,$101.20
05/23/2023,$101.20,N/A,$101.20,$101.20,$101.20
05/22/2023,$101.20,N/A,$101.20,$101.20,$101.20
05/19/2023,$101.20,N/A,$101.20,$101.20,$101.20
05/18/2023,$101.20,N/A,$101.20,$101.20,$101.20
05/17/2023,$101.20,N/A,$101.20,$101.20,$101.20
05/16/2023,$101.20,N/A,$101.20,$101.20,$101.20
05/15/2023,$101.20,11,$101.20,$101.20,$101.20
05/12/2023,$102.10,N/A,$102.10,$102.10,$102.10
05/11/2023,$102.10,N/A,$102.10,$102.10,$102.10
05/10/2023,$102.10,N/A,$102.10,$102.10,$102.10
05/09/2023,$102.10,N/A,$102.10,$102.10,$102.10
05/08/2023,$102.10,N/A,$102.10,$102.10,$102.10
05/05/2023,$102.10,N/A,$102.10,$102.10,$102.10
05/04/2023,$102.10,N/A,$102.10,$102.10,$102.10
05/03/2023,$102.10,N/A,$102.10,$102.10,$102.10
05/02/2023,$102.10,434,$101.20,$102.846,$101.10
05/01/2023,$101.60,N/A,$101.60,$101.60,$101.60
04/28/2023,$101.60,225,$102.30,$102.30,$101.60
04/27/2023,$102.10,381,$103.22,$111.90,$101.703
04/26/2023,$102.00,253,$102.38,$102.50,$101.50
04/25/2023,$102.75,12,$102.75,$102.75,$102.75
04/24/2023,$103.00,N/A,$103.00,$103.00,$103.00
04/21/2023,$103.00,159,$103.00,$103.80,$103.00
04/20/2023,$101.80,140,$101.80,$101.80,$101.80
04/19/2023,$101.50,N/A,$101.50,$101.50,$101.50
04/18/2023,$101.50,N/A,$101.50,$101.50,$101.50
04/17/2023,$101.50,N/A,$101.50,$101.50,$101.50
04/14/2023,$101.50,23087,$101.50,$101.50,$101.50
04/13/2023,$101.70,946,$101.70,$104.00,$101.70
04/12/2023,$101.00,16,$101.00,$101.00,$101.00
04/11/2023,$101.00,N/A,$101.00,$101.00,$101.00
04/10/2023,$101.00,341,$101.00,$101.00,$101.00
04/06/2023,$101.20,13,$101.20,$101.20,$101.20
04/05/2023,$100.899,8482,$101.00,$101.00,$100.70
04/04/2023,$100.50,N/A,$100.50,$100.50,$100.50
04/03/2023,$100.50,830,$100.50,$100.50,$100.40
03/31/2023,$100.15,173,$100.20,$100.20,$100.15
03/30/2023,$100.431,N/A,$100.431,$100.431,$100.431
03/29/2023,$100.431,N/A,$100.431,$100.431,$100.431
03/28/2023,$100.431,N/A,$100.431,$100.431,$100.431
03/27/2023,$100.431,N/A,$100.431,$100.431,$100.431
03/24/2023,$100.431,N/A,$100.431,$100.431,$100.431
03/23/2023,$100.431,20,$100.431,$100.431,$100.431
03/22/2023,$100.80,N/A,$100.80,$100.80,$100.80
03/21/2023,$100.80,11,$100.80,$100.80,$100.80
03/20/2023,$100.40,983,$100.80,$100.80,$100.40
03/17/2023,$100.60,27,$100.60,$100.60,$100.60
03/16/2023,$101.10,755,$101.20,$101.70,$101.10
03/15/2023,$100.20,35,$100.60,$100.60,$100.20
03/14/2023,$101.05,N/A,$101.05,$101.05,$101.05
03/13/2023,$101.05,2354,$100.95,$101.40,$100.90
03/10/2023,$101.30,150,$100.50,$101.30,$100.50
03/09/2023,$100.60,890,$101.00,$101.20,$100.60
03/08/2023,$100.50,231,$101.10,$101.10,$100.40
03/07/2023,$101.20,151,$100.336,$101.80,$100.336
03/06/2023,$102.00,N/A,$102.00,$102.00,$102.00
03/03/2023,$102.00,26443,$104.95,$104.95,$101.10
03/02/2023,$101.90,49594,$102.10,$110.528,$101.40
03/01/2023,$102.15,12980,$101.90,$108.80,$99.90
02/28/2023,$99.90,401,$101.60,$101.60,$99.90
02/27/2023,$101.80,114832,$101.65,$101.80,$101.65
02/24/2023,$101.80,19388,$101.80,$101.80,$101.60
02/23/2023,$101.70,13838,$101.80,$101.80,$101.65
02/22/2023,$101.75,7240,$101.75,$101.80,$101.60
02/21/2023,$101.70,10815,$101.70,$101.80,$101.70
02/17/2023,$101.70,465,$101.70,$101.70,$101.70
02/16/2023,$101.70,1511,$101.70,$101.70,$101.70
02/15/2023,$101.80,4581,$101.70,$101.80,$101.70
02/14/2023,$101.70,77190,$101.70,$101.70,$101.65
02/13/2023,$101.70,49157,$101.70,$101.70,$101.60
02/10/2023,$101.701,65,$101.70,$101.701,$101.70
02/09/2023,$101.70,N/A,$101.70,$101.70,$101.70
02/08/2023,$101.70,3208,$101.80,$101.80,$101.60
02/07/2023,$101.60,30516,$101.60,$101.70,$101.60
02/06/2023,$101.65,N/A,$101.65,$101.65,$101.65
02/03/2023,$101.65,17825,$101.60,$101.70,$101.60
02/02/2023,$101.70,8292,$101.70,$101.70,$101.50
02/01/2023,$101.60,532,$101.70,$101.70,$101.55
01/31/2023,$101.60,22778,$101.65,$101.70,$101.60
01/30/2023,$101.55,50,$101.55,$101.55,$101.55
01/27/2023,$101.50,4961,$101.52,$101.55,$101.50
01/26/2023,$101.40,1796,$101.40,$101.40,$101.40
01/25/2023,$101.50,375,$101.40,$101.60,$101.40
01/24/2023,$101.50,30900,$101.50,$107.05,$101.40
01/23/2023,$101.40,10080,$101.40,$101.40,$101.40
01/20/2023,$101.40,15551,$101.50,$101.55,$101.40
01/19/2023,$101.50,56360,$101.50,$101.50,$101.50
01/18/2023,$101.50,917,$101.50,$101.50,$101.50
01/17/2023,$101.40,180238,$101.55,$101.55,$101.40
01/13/2023,$101.40,60339,$101.50,$101.502,$101.40
01/12/2023,$101.45,423,$101.50,$101.50,$101.45
01/11/2023,$101.45,96177,$101.40,$101.45,$101.40
01/10/2023,$101.30,148844,$101.20,$101.40,$101.20
01/09/2023,$101.10,847,$101.10,$101.20,$101.10
01/06/2023,$101.15,13229,$101.10,$101.20,$101.10
01/05/2023,$101.20,203259,$101.10,$101.20,$101.00
01/04/2023,$101.00,11096,$100.80,$101.00,$100.80
01/03/2023,$100.701,108,$100.85,$100.85,$100.701
12/30/2022,$100.701,105,$100.90,$100.90,$100.701
12/29/2022,$100.90,40,$100.90,$101.00,$100.90
12/28/2022,$100.90,1355,$100.80,$100.942,$100.70
12/27/2022,$100.85,80,$100.80,$100.85,$100.80
12/23/2022,$100.80,4060,$100.85,$100.85,$100.80
12/22/2022,$100.80,666,$100.85,$100.90,$100.80
12/21/2022,$100.70,2588,$100.80,$100.80,$100.70
12/20/2022,$100.70,7759,$100.75,$100.80,$100.70
12/19/2022,$100.70,1418,$100.70,$100.75,$100.70
12/16/2022,$100.50,877,$100.55,$100.80,$100.50
12/15/2022,$100.70,4260,$100.70,$100.80,$100.70
12/14/2022,$100.70,21142,$100.75,$100.80,$100.70
12/13/2022,$100.65,13741,$100.70,$100.80,$100.50
12/12/2022,$100.40,27851,$100.50,$100.50,$100.40
12/09/2022,$100.301,187,$100.30,$100.301,$100.30
12/08/2022,$100.30,209,$100.30,$100.30,$100.30
12/07/2022,$100.30,190,$100.385,$100.385,$100.30
12/06/2022,$100.30,N/A,$100.30,$100.30,$100.30
12/05/2022,$100.30,14779,$100.30,$100.40,$100.30
12/02/2022,$100.40,32618,$100.30,$100.40,$100.20
12/01/2022,$100.301,745,$100.20,$100.35,$100.20
11/30/2022,$100.20,201,$100.17,$100.20,$100.10
11/29/2022,$100.10,148924,$100.10,$100.40,$100.00
11/28/2022,$100.00,14418,$100.00,$100.05,$100.00
11/25/2022,$100.00,11,$100.00,$100.00,$100.00
11/23/2022,$100.10,2389,$100.05,$100.101,$100.00
11/22/2022,$100.00,9295,$100.00,$100.092,$99.90
11/21/2022,$99.90,7443,$99.85,$99.95,$99.80
11/18/2022,$99.80,3229,$99.75,$99.80,$99.70
11/17/2022,$99.80,158,$99.90,$99.90,$99.70
11/16/2022,$99.70,110,$99.70,$99.70,$99.70
